scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,CNN,131,3,381,6,1,0.7664041994750657,0.7664041994750657,0.8226119663147804,0.5888424100997709,0.6937857931537528,0.6937857931537528
fold,CNN,131,4,661,7,1,0.7715582450832073,0.7715582450832073,0.7075318012011161,0.5960398999282894,0.8136564362926768,0.8136564362926768
fold,CNN,131,5,1061,8,1,0.39679547596606973,0.39679547596606973,0.787567007797271,0.6544095593777008,0.6724704439380722,0.6724704439380722
fold,CNN,131,6,503,7,1,0.43737574552683894,0.43737574552683894,0.45038707316516746,0.3803800240373689,1.6516193381712858,1.6516193381712858
fold,CNN,131,7,389,6,1,0.4524421593830334,0.4524421593830334,0.7264052822996941,0.4520190575977021,1.1565826938775212,1.1565826938775212
fold,CNN,131,8,342,6,1,0.6432748538011696,0.6432748538011696,0.6573604209078093,0.4615172205245735,1.1133504234260811,1.1133504234260811
fold,CNN,131,9,238,7,1,0.7478991596638656,0.7478991596638656,0.7664267308943514,0.659584124545152,0.6969775815049513,0.6969775815049513
aggregate_oof,CNN,151,-1,5000,8,10,0.583,0.631957898490651,0.583,0.5533270920351763,1.0764134159496799,1.0764134159496799
fold,CNN,151,0,401,6,1,0.8703241895261845,0.8703241895261845,0.7335347885592984,0.5244719075011539,0.34222363443038695,0.34222363443038695
fold,CNN,151,1,284,6,1,0.5845070422535211,0.5845070422535211,0.4486220096396873,0.23103245517956994,1.2638605196917863,1.2638605196917863
fold,CNN,151,2,740,7,1,0.5283783783783784,0.5283783783783784,0.5790267949931815,0.5185672693391927,0.9843379711104578,0.9843379711104578
fold,CNN,151,3,381,6,1,0.4776902887139108,0.4776902887139108,0.5367206479938121,0.4265491565975784,1.5517943474514888,1.5517943474514888
fold,CNN,151,4,661,7,1,0.6459909228441755,0.6459909228441755,0.6663846132627166,0.514571945257071,1.1297091967020427,1.1297091967020427
fold,CNN,151,5,1061,8,1,0.37229029217719134,0.37229029217719134,0.6912707115009746,0.5751944277961448,1.4775689394791955,1.4775689394791955
fold,CNN,151,6,503,7,1,0.6938369781312127,0.6938369781312127,0.6868421447975323,0.6112310644493131,0.7591213329476529,0.7591213329476529
